"Product page","Category","Etsy SKU","Inventory SKU","Quantity per Etsy unit","Reason"
"3D Honey","focal-beads","FOC-FOD-3D-HNYPT-1PK","FOC-FOD-3D-HNYPT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Pickle  ilicone Focal Bead","charms-dangles","FOC-FOD-3D-PCKLEMIX-3PK","FOC-FOD-3D-PCKLEMIX-3PK","3","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Pickle  ilicone Focal Bead","charms-dangles","FOC-FOD-3D-SMPCKLE-1PK","FOC-FOD-3D-SMPCKLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Pickle  ilicone Focal Bead","charms-dangles","FOC-FOD-3D-SNGLSSPCKLE-1PK","FOC-FOD-3D-SNGLSSPCKLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Pickle  ilicone Focal Bead","charms-dangles","FOC-FOD-3D-YELPCKLE-1PK","FOC-FOD-3D-YELPCKLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DAVOCDONW-1PK","FOC-FOD-3DAVOCDONW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DBNNA-1PK","FOC-FOD-3DBNNA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-FOD-3DCFFEECP-1PK","FOC-FOD-3DCFFEECP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DCHRRS-1PK","FOC-FOD-3DCHRRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee Cup Bead","focal-beads","FOC-FOD-3DFRSHCP-1PK","FOC-FOD-3DFRSHCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DFRUITMIX-7PK","FOC-FOD-3DFRUITMIX-7PK","7","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee Cup Bead","charms-dangles","FOC-FOD-3DGAWAYCP-1PK","FOC-FOD-3DGAWAYCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee Cup Bead","focal-beads","FOC-FOD-3DGMRNCP-1PK","FOC-FOD-3DGMRNCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee Cup Bead","charms-dangles","FOC-FOD-3DGRLBSSCP-1PK","FOC-FOD-3DGRLBSSCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DLEMNSLC-1PK","FOC-FOD-3DLEMNSLC-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DLMESLC-1PK","FOC-FOD-3DLMESLC-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee Cup Bead","charms-dangles","FOC-FOD-3DMOMRGHTCP-1PK","FOC-FOD-3DMOMRGHTCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DORGSLC-1PK","FOC-FOD-3DORGSLC-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cupcake Bead","focal-beads","FOC-FOD-3DPNKCPCKE-1PK","FOC-FOD-3DPNKCPCKE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cupcake Bead","focal-beads","FOC-FOD-3DPURCPCKE-1PK","FOC-FOD-3DPURCPCKE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee Cup Bead","charms-dangles","FOC-FOD-3DRNJESUSCP-1PK","FOC-FOD-3DRNJESUSCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DSTRWBRRY-1PK","FOC-FOD-3DSTRWBRRY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cupcake Bead","focal-beads","FOC-FOD-3DTEALCPCKE-1PK","FOC-FOD-3DTEALCPCKE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee Cup Bead","focal-beads","FOC-FOD-3DUGHCP-1PK","FOC-FOD-3DUGHCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Avocado","charms-dangles","FOC-FOD-AVCDO-1PK","FOC-FOD-AVCDO-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Toa t Focal Bead","focal-beads","FOC-FOD-BEIGTOST-1PK","FOC-FOD-BEIGTOST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-FOD-BGCFFEE-1PK","FOC-FOD-BGCFFEE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cheetah Bead","focal-beads","FOC-FOD-BRNCHTHCP-1PK","FOC-FOD-BRNCHTHCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ice Cream Bead","focal-beads","FOC-FOD-BRNCREAM-1PK","FOC-FOD-BRNCREAM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-FOD-BTFRSTCFFEE-1PK","FOC-FOD-BTFRSTCFFEE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coffee Bean Bead","focal-beads","FOC-FOD-CFFBN-1PK","FOC-FOD-CFFBN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coffee Cup Bead","focal-beads","FOC-FOD-CFFCPBGE-1PK","FOC-FOD-CFFCPBGE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coffee Cup Bead","focal-beads","FOC-FOD-CFFCPCHCLT-1PK","FOC-FOD-CFFCPCHCLT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coffee Cup Bead","focal-beads","FOC-FOD-CFFCPNVJOWHT-1PK","FOC-FOD-CFFCPNVJOWHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coffee Bead","focal-beads","FOC-FOD-CFFEEBTCH-1PK","FOC-FOD-CFFEEBTCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Cookie","charms-dangles","FOC-FOD-CKIE-1PK","FOC-FOD-CKIE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coffee Gnome","focal-beads","FOC-FOD-COFGNME-1PK","FOC-FOD-COFGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ice Cream Bead","focal-beads","FOC-FOD-CRAMCREAM-1PK","FOC-FOD-CRAMCREAM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cupcake Bead","focal-beads","FOC-FOD-DBLETEALCPCKE-1PK","FOC-FOD-DBLETEALCPCKE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fueled by Coffee Bead","charms-dangles","FOC-FOD-FLDCFFEEBLK-1PK","FOC-FOD-FLDCFFEEBLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fueled by Coffee Bead","charms-dangles","FOC-FOD-FLDCFFEEPNK-1PK","FOC-FOD-FLDCFFEEPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fueled by Coffee Bead","charms-dangles","FOC-FOD-FLDCFFEEWHT-1PK","FOC-FOD-FLDCFFEEWHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Iced Coffee Bead","focal-beads","FOC-FOD-ICDCFFEE-1PK","FOC-FOD-ICDCFFEE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Tumbler Focal Bead","focal-beads","FOC-FOD-MMSSPPYCP-1PK","FOC-FOD-MMSSPPYCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coffee Bead","focal-beads","FOC-FOD-NDSCFFEE-1PK","FOC-FOD-NDSCFFEE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Dumpling  ilicone Focal Bead","focal-beads","FOC-FOD-NVJWHTDMPLNG-1PK","FOC-FOD-NVJWHTDMPLNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin  pice Bead","focal-beads","FOC-FOD-PMPKNSPC-1PK","FOC-FOD-PMPKNSPC-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pineapple Bead","focal-beads","FOC-FOD-PNAPPL-1PK","FOC-FOD-PNAPPL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ice Cream Bead","focal-beads","FOC-FOD-PNKCREAM-1PK","FOC-FOD-PNKCREAM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Toa t Focal Bead","focal-beads","FOC-FOD-PNKTOST-1PK","FOC-FOD-PNKTOST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-FOD-PTHEAD-1PK","FOC-FOD-PTHEAD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ice Cream Bead","focal-beads","FOC-FOD-PURCREAM-1PK","FOC-FOD-PURCREAM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Toa t Focal Bead","focal-beads","FOC-FOD-PURTOST-1PK","FOC-FOD-PURTOST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Toa t Focal Bead","focal-beads","FOC-FOD-REDTOST-1PK","FOC-FOD-REDTOST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  more","charms-dangles","FOC-FOD-SMRS-1PK","FOC-FOD-SMRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ice Cream Bead","focal-beads","FOC-FOD-TEALCREAM-1PK","FOC-FOD-TEALCREAM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Waffle Bead","focal-beads","FOC-FOD-WAFFLE-1PK","FOC-FOD-WAFFLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cheetah Bead","focal-beads","FOC-FOD-WHTCHTHCP-1PK","FOC-FOD-WHTCHTHCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Dumpling  ilicone Focal Bead","focal-beads","FOC-FOD-WHTDMPLNG-1PK","FOC-FOD-WHTDMPLNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Makeup  ilicone Focal Bead","focal-beads","FOC-GRLY-GRLYMX-4PK","FOC-GRLY-GRLYMX-4PK","4","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Makeup  ilicone Focal Bead","focal-beads","FOC-GRLY-NLPLSHBTTL-1PK","FOC-GRLY-NLPLSHBTTL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Makeup  ilicone Focal Bead","focal-beads","FOC-GRLY-PNKLPSTCK-1PK","FOC-GRLY-PNKLPSTCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Makeup  ilicone Focal Bead","focal-beads","FOC-GRLY-PNKPRSE-1PK","FOC-GRLY-PNKPRSE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Makeup  ilicone Focal Bead","focal-beads","FOC-GRLY-REDLPSTCK-1PK","FOC-GRLY-REDLPSTCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bat Bead","focal-beads","FOC-HAL-3D-BAT-1PK","FOC-HAL-3D-BAT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Grim Reaper Bead","focal-beads","FOC-HAL-3D-BGGHST-1PK","FOC-HAL-3D-BGGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-BGPMPKN-1PK","FOC-HAL-3D-BGPMPKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Rainbow Bead","focal-beads","FOC-HAL-3D-BGRNBW-1PK","FOC-HAL-3D-BGRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ba ic Witch Bead","charms-dangles","FOC-HAL-3D-BLKCALDRN-1PK","FOC-HAL-3D-BLKCALDRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-CNDYGHST-1PK","FOC-HAL-3D-CNDYGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-DDGHST-1PK","FOC-HAL-3D-DDGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-EYEBLL-1PK","FOC-HAL-3D-EYEBLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-GHSTPNKBW-1PK","FOC-HAL-3D-GHSTPNKBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-GHSTWHTBW-1PK","FOC-HAL-3D-GHSTWHTBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Grim Reaper Bead","focal-beads","FOC-HAL-3D-GRIM-1PK","FOC-HAL-3D-GRIM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  leeping  keleton Coffin  ilicone Focal Bead","focal-beads","FOC-HAL-3D-GRN-CFFN-1PK","FOC-HAL-3D-GRN-CFFN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-GRN-PUMP-1PK","FOC-HAL-3D-GRN-PUMP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bat Bead","focal-beads","FOC-HAL-3D-HAT-1PK","FOC-HAL-3D-HAT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bat Bead","focal-beads","FOC-HAL-3D-HNTDHSE-1PK","FOC-HAL-3D-HNTDHSE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  leeping  keleton Coffin  ilicone Focal Bead","focal-beads","FOC-HAL-3D-MIX-CFFN-4PK","FOC-HAL-3D-MIX-CFFN-4PK","4","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Grim Reaper Bead","focal-beads","FOC-HAL-3D-MMY-1PK","FOC-HAL-3D-MMY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  leeping  keleton Coffin  ilicone Focal Bead","focal-beads","FOC-HAL-3D-ORG-CFFN-1PK","FOC-HAL-3D-ORG-CFFN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-ORG-PUMP-1PK","FOC-HAL-3D-ORG-PUMP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  leeping  keleton Coffin  ilicone Focal Bead","focal-beads","FOC-HAL-3D-PNK-CFFN-1PK","FOC-HAL-3D-PNK-CFFN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-PNK-PUMP-1PK","FOC-HAL-3D-PNK-PUMP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  leeping  keleton Coffin  ilicone Focal Bead","focal-beads","FOC-HAL-3D-PUR-CFFN-1PK","FOC-HAL-3D-PUR-CFFN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-PUR-PUMP-1PK","FOC-HAL-3D-PUR-PUMP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-PURGHST-1PK","FOC-HAL-3D-PURGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-SMPMPKN-1PK","FOC-HAL-3D-SMPMPKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-SMPNKGHST-1PK","FOC-HAL-3D-SMPNKGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-3D-SMWHTGHST-1PK","FOC-HAL-3D-SMWHTGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  pider Bead","focal-beads","FOC-HAL-3D-SPDRBLK-1PK","FOC-HAL-3D-SPDRBLK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  pider Bead","focal-beads","FOC-HAL-3D-SPDRGRN-1PK","FOC-HAL-3D-SPDRGRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bat Bead","focal-beads","FOC-HAL-3D-VMPRE-1PK","FOC-HAL-3D-VMPRE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-ANNBLL-1PK","FOC-HAL-ANNBLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bad Apple Bead","focal-beads","FOC-HAL-BDAPPL-1PK","FOC-HAL-BDAPPL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-HAL-BKGHST-1PK","FOC-HAL-BKGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Black Cat Bead","focal-beads","FOC-HAL-BLKCT-1PK","FOC-HAL-BLKCT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"keleton Bead","focal-beads","FOC-HAL-BRNCFFEE-1PK","FOC-HAL-BRNCFFEE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ba ic Witch Bead","charms-dangles","FOC-HAL-BSCWTCH-1PK","FOC-HAL-BSCWTCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Funny Phra e  Bead","focal-beads","FOC-HAL-BSHT-1PK","FOC-HAL-BSHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-BTLJC-1PK","FOC-HAL-BTLJC-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-BWPMPKNORG-1PK","FOC-HAL-BWPMPKNORG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-BWPMPKNPNK-1PK","FOC-HAL-BWPMPKNPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-BWPMPKNTEAL-1PK","FOC-HAL-BWPMPKNTEAL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-HAL-CFFEGHST-1PK","FOC-HAL-CFFEGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-CHCKY-1PK","FOC-HAL-CHCKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Candy Corn Bead","focal-beads","FOC-HAL-CNDYCRN-1PK","FOC-HAL-CNDYCRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Corny Bead","uncategorized","FOC-HAL-CRNYBTCH-1PK","FOC-HAL-CRNYBTCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cat Bead","focal-beads","FOC-HAL-CTPMKN-1PK","FOC-HAL-CTPMKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Day of the Dead Bead","focal-beads","FOC-HAL-DYDEADPNK-1PK","FOC-HAL-DYDEADPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Day of the Dead Bead","focal-beads","FOC-HAL-DYDEADWHT-1PK","FOC-HAL-DYDEADWHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Gho t Bead","focal-beads","FOC-HAL-EYEBLLBW-1PK","FOC-HAL-EYEBLLBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cat Bead","focal-beads","FOC-HAL-FBLS-1PK","FOC-HAL-FBLS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Funny Phra e  Bead","focal-beads","FOC-HAL-FCPSSOFF-1PK","FOC-HAL-FCPSSOFF-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flamingo Bead","focal-beads","FOC-HAL-FLMNGHST-1PK","FOC-HAL-FLMNGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-HAL-FLWRGHST-1PK","FOC-HAL-FLWRGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-FRDDY-1PK","FOC-HAL-FRDDY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gho t Bead","focal-beads","FOC-HAL-GHSTBK-PNK-1PK","FOC-HAL-GHSTBK-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gho t Bead","focal-beads","FOC-HAL-GHSTBK-PUR-1PK","FOC-HAL-GHSTBK-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gho t Bead","focal-beads","FOC-HAL-GHSTCP-1PK","FOC-HAL-GHSTCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gho t Bead","focal-beads","FOC-HAL-GHSTPMPKN-1PK","FOC-HAL-GHSTPMPKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-GNMHTCHT-1PK","FOC-HAL-GNMHTCHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-GNMSKLLS-1PK","FOC-HAL-GNMSKLLS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"kull Bead","focal-beads","FOC-HAL-GRLSKLL-1PK","FOC-HAL-GRLSKLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bucket Bead","focal-beads","FOC-HAL-GRNBCKT-1PK","FOC-HAL-GRNBCKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-GRYPMPKNGNM-1PK","FOC-HAL-GRYPMPKNGNM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gho t Bead","charms-dangles","FOC-HAL-GSTHAT-1PK","FOC-HAL-GSTHAT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-HALWNGNME-1PK","FOC-HAL-HALWNGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Black Cauldron Bead","focal-beads","FOC-HAL-HCSPCS-1PK","FOC-HAL-HCSPCS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-JSN-1PK","FOC-HAL-JSN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-MCHLMYRS-1PK","FOC-HAL-MCHLMYRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bucket Bead","focal-beads","FOC-HAL-MIXBCKT-1PK","FOC-HAL-MIXBCKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bucket Bead","focal-beads","FOC-HAL-ORGBCKT-1PK","FOC-HAL-ORGBCKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"keleton Bead","focal-beads","FOC-HAL-ORGCFFEE-1PK","FOC-HAL-ORGCFFEE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-ORGGNME-1PK","FOC-HAL-ORGGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flamingo Bead","focal-beads","FOC-HAL-PMPKNGHST-1PK","FOC-HAL-PMPKNGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-PMPKNHRT-1PK","FOC-HAL-PMPKNHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"pooky Bead","focal-beads","FOC-HAL-PNKSPKY-1PK","FOC-HAL-PNKSPKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-PNNYWS-1PK","FOC-HAL-PNNYWS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-PSNPMKN-1PK","FOC-HAL-PSNPMKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flamingo Bead","focal-beads","FOC-HAL-PTRTCGHST-1PK","FOC-HAL-PTRTCGHST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bucket Bead","focal-beads","FOC-HAL-PURBCKT-1PK","FOC-HAL-PURBCKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-PURGNME-1PK","FOC-HAL-PURGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-PURPMPKNGNM-1PK","FOC-HAL-PURPMPKNGNM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"pooky Bead","focal-beads","FOC-HAL-PURSPKY-1PK","FOC-HAL-PURSPKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"keleton Bead","focal-beads","FOC-HAL-REDCFFEE-1PK","FOC-HAL-REDCFFEE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-SAW-1PK","FOC-HAL-SAW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-SCRM-1PK","FOC-HAL-SCRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
